name,player_positions,overall,potential,age,height,country
R. Kristensen,"RB, RM, CB",79,79,27,187,Denmark
D. Ndoye,"LM, RM, LW",79,82,24,184,Switzerland
Pedraza,"LB, LM",75,75,29,184,Spain
A. Robinson,"LB, LM",82,82,27,183,United States
T. Müller,"CAM, ST, RM",80,80,35,185,Germany
L. Krejčí,"CB, CDM",78,82,26,191,Czechia
S. Serdar,"CM, CDM",76,76,28,184,Germany
M. Reus,"CAM, ST, CM",79,79,36,180,Germany
R. Carrera,"CM, LM, RM, LW",74,74,31,182,Argentina
A. Živković,"RM, RW, LW",78,78,28,169,Serbia
B. Henrichs,"RB, RM, LB",80,80,28,185,Germany
A. Masuaku,"LB, LM",75,75,31,179,Congo DR
Paulo Bernardo,CM,73,82,23,184,Portugal
M. Livaja,"ST, CAM",79,79,31,182,Croatia
R. Pereyra,"CM, CAM",76,76,34,182,Argentina
Trincão,"CAM, RM, RW, ST",82,84,25,184,Portugal
Hannibal,"CM, CAM",74,82,22,182,Tunisia
E. Löwen,"CM, CDM, CAM, CB",74,74,28,188,Germany
Diego Rico,"LB, LM",77,77,32,183,Spain
R. Bazoer,"CB, CDM",74,75,28,184,Netherlands
A. Haidara,"CM, CDM",77,78,27,178,Mali
Daniel Bragança,"CM, CDM, CAM",78,81,26,178,Portugal
J. Mojica,"LB, LM",78,78,32,185,Colombia
A. Zorgane,"CDM, CM",78,80,25,184,Algeria
J. Rudoni,"CAM, CM",74,80,24,185,England
M. Caqueret,"CM, CDM",77,80,25,174,France
M. Ozdoev,"CM, CDM",74,74,32,184,Russia
M. Wolf,"RB, RM",75,75,30,188,Germany
M. Moreno,"CAM, LM, ST, CM",78,78,30,168,Argentina
N. Fagioli,"CM, CDM, CB",77,82,24,178,Italy
C. Goodwin,"LM, RM, LW",73,73,33,180,Australia
Lee Jae Sung,"CAM, CM",77,77,32,181,Korea Republic
N. Lang,"LW, LM",80,81,26,179,Netherlands
P. Gueye,"CM, CDM",78,81,26,189,Senegal
J. Moder,"CM, CAM, CDM",75,77,26,188,Poland
O. Duda,"CM, CDM",75,75,30,181,Slovakia
A. Tanaka,"CDM, CM",76,79,26,180,Japan
Gabriel Jesus,"ST, CAM",80,80,28,175,Brazil
Guruzeta,ST,79,79,28,188,Spain
J. Willock,"CM, CAM",76,78,25,186,England
A. Pavlović,"CDM, CM",79,87,21,188,Germany
B. Romero,ST,74,74,34,180,Argentina
João Gomes,"CDM, CM",78,83,24,176,Brazil
I. Saibari,"CAM, CM",79,84,23,185,Morocco
M. Wittek,"LB, LM, LW",73,73,29,173,Germany
A. Maitland-Niles,"RB, RM, RW",77,77,27,180,England
N. Domínguez,"CDM, CM",79,80,27,179,Argentina
Emerson,"LB, LM",77,77,30,176,Italy
K. Fortounis,"CAM, ST, RW, CM",80,80,32,183,Greece
Costinha,"RB, RM",75,80,25,181,Portugal
N. Moro,"CDM, CM",75,76,27,184,Croatia
André Horta,"CM, CAM",75,75,28,175,Portugal
M. Vecino,"CM, CDM",77,77,33,187,Uruguay
J. Bellingham,"CM, CDM, CAM",74,85,19,191,England
T. Almada,"CAM, CM",79,86,24,171,Argentina
M. Ryneš,"LM, LB, LW",73,78,24,186,Czechia
V. Castellanos,ST,80,81,26,178,Argentina
D. Bouanga,"LW, ST, LM",79,79,30,180,Gabon
Edu Expósito,"CAM, CM, CDM",75,75,28,178,Spain
Clinton Mata,"CB, RB",77,77,32,180,Angola
G. Kondogbia,"CB, CDM, CM",78,78,32,188,Central African Republic
Ferran Torres,"LW, RW, ST, LM",83,86,25,184,Spain
D. Köhn,"LB, LM",75,76,26,180,Germany
C. Højer,"LB, CB, LM",73,73,30,184,Denmark
N. Seiwald,"CDM, CM, CB",77,84,24,180,Austria
Dodô,"RB, RM",78,79,26,166,Brazil
A. Pléa,"ST, CAM, LW",78,78,32,181,France
G. Martirena,"RB, RM",75,77,25,174,Uruguay
Chimy Ávila,"RM, ST, RW",74,74,31,172,Argentina
K. Zenón,"LM, CM, LW",75,81,23,181,Argentina
Palhinha,"CDM, CM",83,83,29,190,Portugal
F. Chiesa,"RM, LM, ST, RW",81,81,27,175,Italy
K. Tsimikas,"LB, LM",77,77,29,179,Greece
X. Shaqiri,"CAM, RW, CM",78,78,33,169,Switzerland
Jorge Andrão,"CDM, CM",79,79,29,177,Brazil
A. Johnston,"RB, RM",78,81,26,180,Canada
J. Lingard,"CAM, ST, CM",74,74,32,175,England
K. Lewis-Potter,"LB, LM",76,79,24,170,England
E. Višća,"RM, LM, RW",78,78,35,172,Bosnia and Herzegovina
Stephen Eustáquio,"CDM, CM, CB",77,78,28,178,Canada
D. de Wit,"CAM, CM",72,73,27,183,Netherlands
A. Gouiri,"ST, CAM",79,84,25,181,Algeria
E. Valeri,"LB, LM",75,76,26,180,Italy
C. Uche,"ST, CAM, CM",76,84,22,190,Nigeria
S. Bergwijn,"LM, LW",80,80,27,171,Netherlands
V. Verre,"CM, CAM",73,73,31,181,Italy
A. Diouf,"CM, CDM, CAM",75,81,22,187,France
S. Gnabry,"LM, RM, ST, CAM",82,82,29,176,Germany
Elias Fontoira,"CDM, CM",74,74,29,186,Brazil
S. Schwab,"CM, CDM",73,73,34,183,Austria
Rubén Alcaraz,"CM, CDM",71,71,34,180,Spain
S. Arzamendia,"LB, LM",73,73,27,173,Paraguay
R. Lukaku,ST,84,84,32,191,Belgium
J. Ryerson,"RB, LB, RM",79,80,27,183,Norway
Rafael Leão,"LW, LM",84,85,26,188,Portugal
N. Dorsch,"CDM, CM, CB",74,76,27,178,Germany
A. Young,"RB, LB, RM",73,73,39,175,England
Guilherme,"CDM, CM",77,77,34,179,Qatar
M. Cash,"RB, RM",79,79,27,185,Poland
B. Chilwell,"LB, LM",77,77,28,180,England
Rodrygo,"RW, ST, RM",85,90,24,174,Brazil
Vanderson,RB,77,83,24,173,Brazil
A. Christiansen,"CAM, CM",72,72,35,175,Denmark
A. Prass,"LB, LM, CM, LW",74,77,24,180,Austria
K. Tierney,"LB, LM",77,77,28,180,Scotland
Francisco Moura,"LB, LM",78,81,25,182,Portugal
Q. Merlin,"LB, LM",76,82,23,174,France
D. Blind,"CB, LB",77,77,35,180,Netherlands
L. McCowan,"CM, CAM",73,74,27,177,Scotland
M. Rits,"CM, CDM",72,72,31,178,Belgium
A. Koita,"LM, LW, RM",75,75,26,175,Mauritania
J. Veerman,"CM, CDM, CAM",79,81,26,185,Netherlands
A. Lookman,"ST, CAM",84,84,27,174,Nigeria
Éder Militão,CB,84,87,27,186,Brazil
F. Fabra,"LB, LM",73,73,34,174,Colombia
Kaku,"CAM, RM, CM",79,79,30,171,Paraguay
M. Pereira Lage,"LW, LM, ST",75,75,28,180,Portugal
F. Ranocchia,"CM, CDM, CAM",72,77,24,186,Italy
Sergi Roberto,"CDM, CM",77,77,33,178,Spain
A. Rüdiger,CB,86,86,32,190,Germany
D. van de Beek,"CAM, CM",76,76,28,184,Netherlands
R. Baba,"LB, LM",76,76,30,180,Ghana
G. Simeone,"RM, ST, LM, RW",81,86,22,173,Argentina
P. Ševčík,"CM, CDM",74,74,31,172,Czechia
J. Svensson,RB,75,75,32,172,Norway
S. Ricci,"CDM, CM",78,85,23,181,Italy
D. McNeil,"LM, CAM, RM, LW",78,81,25,183,England
H. Traoré,"RB, RM",79,79,33,175,Mali
Iván Martín,"CM, CDM, CAM",77,80,26,178,Spain
I. Fernández,"CM, CAM, RM",75,75,35,182,Argentina
Z. Nagy,"LM, LB, LW",73,73,32,188,Hungary
M. Luna Diale,"CM, ST",72,75,26,173,Argentina
M. Pessina,"CM, CAM, CDM",76,76,28,187,Italy
L. Bergvall,"CM, CDM, CAM",77,87,19,186,Sweden
K. Lala,"RB, RM",76,76,33,178,France
Puado,"ST, LM, CAM",78,79,27,177,Spain
M. Zaracho,"CM, CAM, RM",75,76,27,171,Argentina
G. Brugman,"CM, CDM",73,73,32,175,Uruguay
H. Hajradinović,"CM, CAM",76,76,31,178,Bosnia and Herzegovina
R. Delgado,"LB, CB",71,71,35,178,Argentina
Medrán,"CM, CDM, CAM",77,77,31,178,Spain
H. Ziyech,"RM, CAM, RW",78,78,32,181,Morocco
A. Bastoni,CB,87,89,26,190,Italy
P. van Aanholt,LB,72,72,34,176,Netherlands
W. Singo,"CB, RB",80,85,24,190,Côte d'Ivoire
M. Muheim,"LB, CB, LM",75,76,27,182,Switzerland
E. Diouf,"LB, LM",75,82,20,183,Senegal
H. Nicolussi Caviglia,"CDM, CM",75,80,25,184,Italy
E. Salvio,"RM, LM, RW",76,76,34,173,Argentina
H. Vetlesen,"CDM, RW, RM",71,74,25,174,Norway
J. Irvine,"CM, CDM",75,75,32,189,Australia
M. Baturina,"CAM, CM",78,83,22,172,Croatia
Diogo Gonçalves,"LM, CM, CAM, LW",74,74,28,178,Portugal
W. Ndidi,"CDM, CM, CAM",76,76,28,183,Nigeria
R. Alvarado,"RM, LM, RW",78,78,26,176,Mexico
N. Zaniolo,"RM, RW, ST",76,77,25,190,Italy
C. Nørgaard,"CDM, CM",80,80,31,187,Denmark
Miguel Crespo,"CM, CDM",73,73,28,186,Portugal
A. Lacazette,ST,79,79,34,175,France
M. Vrousai,"RB, RM",72,73,26,183,Greece
V. Grifo,"LM, CAM, LW",80,80,32,180,Italy
Morales,"ST, LM, LW",74,74,37,180,Spain
R. Mandragora,"CM, CDM",77,77,28,183,Italy
A. Wharton,"CDM, CM",79,86,21,182,England
Fran Beltrán,"CM, CDM",78,81,26,165,Spain
R. Ortiz,"CDM, CB, CM",70,70,35,173,Paraguay
A. Sánchez,"ST, CAM",76,76,36,169,Chile
I. Ilić,"CM, CDM, CAM",76,81,24,186,Serbia
L. Openda,ST,83,85,25,175,Belgium
E. Bardhi,"CAM, CM, LM",74,74,29,172,North Macedonia
M. Salas,"ST, LW, RW, CAM",76,76,27,174,Argentina
Caio Henrique,"LB, LM",77,77,27,178,Brazil
N. Capaldo,"CM, CDM, RB",73,74,26,177,Argentina
M. Greenwood,"RM, CAM, RW",82,86,23,181,England
F. Parisi,"LB, RB, LM",75,80,24,178,Italy
F. Thauvin,"ST, RW, CAM",76,76,32,181,France
C. Tzolis,"LM, LW",80,87,23,179,Greece
S. Montiel,"LM, RW, RM, LW",75,81,24,166,Argentina
C. Günter,"LB, LM",77,77,32,184,Germany
V. Brazhko,"CDM, CM, CB",75,83,23,184,Ukraine
K. Adeyemi,"RM, LW, CAM, RW",81,86,23,180,Germany
A. Saelemaekers,"RM, LM, RW",79,80,26,180,Belgium
T. Delaney,CDM,75,75,33,182,Denmark
L. Dendoncker,"CM, CDM, CB",75,75,30,188,Belgium
M. Lopez,"CM, CDM",76,77,27,167,France
T. Adams,"CDM, CM",79,81,26,175,United States
L. Castro,"CAM, CM",72,72,36,182,Argentina
F. Chaïbi,"CAM, LW, CDM, CM",74,81,22,183,Algeria
Emilio Piodão,"CDM, CM",75,75,29,177,Brazil
İ. Yüksek,"CDM, CM",77,79,26,183,Turkiye
T. Cognat,"CM, CDM, CAM",75,76,27,173,France
L. Morgan,"ST, LM, CAM",73,73,28,178,Scotland
N. Aké,"CB, LB, LM",83,83,30,180,Netherlands
M. Lazzari,"RB, RM",78,78,31,174,Italy
M. Diomande,"CDM, CM",74,84,23,183,Côte d'Ivoire
Alberto Moreno,LB,75,75,32,171,Spain
Enzo Chissano,"LB, RB, CB, LM",77,77,29,165,Brazil
Geny Catamo,"RM, LM, CAM, RW",78,84,24,173,Mozambique
D. Svensson,"LB, CM, LM",77,82,23,178,Sweden
S. Sohm,"CM, CDM, CAM",74,79,24,188,Switzerland
K. Ayhan,"RB, CB, CDM",76,76,30,184,Turkiye
L. Zelarayán,"CAM, ST, LM",79,79,33,172,Armenia
D. Wass,"CM, CDM",71,71,36,181,Denmark
M. Jensen,"CM, CDM",77,77,29,180,Denmark
Manu Morlanes,"CM, CDM",77,80,26,178,Spain
Beñat Prados,"CDM, CM, CB",78,84,24,180,Spain
A. Tameze,"CDM, CM, CB",74,74,31,182,France
C. Vanhoutte,"CDM, CM",77,80,26,182,Belgium
Nailton Suzuki,"CAM, ST, CM",81,81,29,180,Brazil
Q. Hartman,"LB, LM",77,83,23,183,Netherlands
Isi,"CAM, RM, ST, CM",81,81,30,169,Spain
Dani Rodríguez,"CAM, LM, RM, CM",76,76,37,178,Spain
O. Selnæs,"CM, CDM",72,72,30,188,Norway
S. Mijnans,"CAM, CM",75,80,25,190,Netherlands
N. Fernández,"RM, CAM, ST, RW",75,78,25,168,Argentina
N. Madueke,"RW, RM",80,84,23,182,England
B. Zuculini,"CM, CDM",72,72,32,182,Argentina
Chow Tim,"CM, CDM",72,72,31,180,Chinese Taipei
M. Elyounoussi,"RM, LM, CAM, RW",76,76,30,178,Norway
L. Martínez Quarta,CB,77,77,29,183,Argentina
Lincoln,"CAM, LM, LB, CM",73,76,26,178,Brazil
Fermín,"CAM, CM, LW, ST",80,87,22,174,Spain
Rafa,"CAM, ST, LM",82,82,32,172,Portugal
V. Janssen,"ST, CAM, CM",77,77,31,183,Netherlands
Óscar Sielva,"CM, CDM",72,72,33,178,Spain
M. Abu Fani,"CM, CDM",75,75,27,164,Israel
M. Kjaergaard,"CM, CDM, CAM",73,82,22,192,Denmark
J. Hinshelwood,"CDM, RB, LB, RM",75,83,20,181,England
Diego Essler,"LB, LM",79,79,25,168,Brazil
N. Tagliafico,"LB, LM",78,78,32,172,Argentina
N. Kühn,"RW, RM",78,81,25,175,Germany
A. El Kaabi,ST,80,80,32,182,Morocco
Ó. Trejo,"CAM, ST, CM",71,71,37,180,Argentina
G. Prömel,"CM, CDM",75,75,30,184,Germany
J. Gallardo,"LB, LM, LW",75,75,30,176,Mexico
H. Abdelli,"CAM, CM",76,80,25,185,Algeria
Sidney Pessinho,"CDM, CM",77,77,29,187,Brazil
J. Burkardt,ST,82,85,24,181,Germany
O. Kiteishvili,"CAM, CM",75,75,29,173,Georgia
C. Operi,"LB, LM",74,74,28,183,Côte d'Ivoire
D. Nagbe,"CM, CDM",75,75,34,175,United States
C. Cásseres Jr,"CDM, CM",74,79,25,176,Venezuela
M. Ugarte,"CDM, CM",79,83,24,182,Uruguay
G. Carey,"CM, CAM, LW",68,68,36,183,Republic of Ireland
O. Etebo,"CDM, CM",71,71,29,176,Nigeria
Edercinho Sepa,"CDM, CM",74,74,25,179,Brazil
Pep Chavarría,"LB, LM",77,78,27,174,Spain
A. Semenyo,"RM, LM, RW",80,82,25,185,Ghana
G. Neves,"CDM, CM",75,75,27,171,Uruguay
T. Kubo,"RM, RW",82,86,24,173,Japan
A. Güler,"RM, CAM, RW",81,89,20,175,Turkiye
H. Hateboer,"CB, RB",76,76,31,187,Netherlands
H. Haraldsson,"CAM, LM, CM",78,84,22,178,Iceland
B. Barcola,"LW, RW, LM",84,88,22,188,France
K. Acosta,"CDM, CM",71,71,29,175,United States
M. Ruiz,"CM, CAM, CDM",75,82,24,180,Mexico
R. Barkley,"CM, CAM",77,77,31,186,England
R. Gauld,"LW, ST, RW, LM",78,78,29,169,Scotland
W. Endo,"CDM, CM",79,79,32,178,Japan
Igor Paixão,"LM, LW",80,83,25,168,Brazil
Rômulo,"RW, RM, CM",75,75,29,169,Brazil
J. Schlupp,"LB, CM, LM, LW",73,73,32,178,Ghana
M. Anderson,"CM, LM, RM, CAM",71,72,27,181,Iceland
Claudiano Sobrino,"CDM, CM",74,74,29,177,Brazil
David Simão,"CM, CDM",73,73,35,183,Portugal
P. Díaz,CB,76,76,30,178,Chile
J. Ito,"RM, RW",77,77,32,176,Japan
D. Türüç,"RM, CM, RW",73,73,32,177,Turkiye
V. Malcorra,"CAM, LM, CM",76,76,37,171,Argentina
João Mário,"RB, RM",77,81,25,179,Portugal
P. Billing,"CM, CAM, CDM",75,75,29,197,Denmark
E. Konsa,"CB, RB, RM",82,83,27,183,England
A. Palumbo,"CAM, CM",74,74,28,182,Italy
Abel Bretones,"LB, LM",75,80,24,188,Spain
Enzo Merques,"LB, LM",73,73,29,187,Brazil
C. Gomes,"CDM, CM",73,80,24,171,France
M. Aebischer,"CM, CDM",74,74,28,183,Switzerland
Kirian,"CM, CDM, CAM",76,76,29,178,Spain
S. Amallah,"CAM, CM, LM, ST",72,72,28,185,Morocco
L. Davis,"LB, LM",76,79,25,182,England
O. Lingr,"LM, CAM, ST, LW",72,73,26,175,Czechia
K. Stöger,"CAM, CM",76,76,31,175,Austria
L. Barreiro,"CM, CDM, CAM",77,80,25,174,Luxembourg
G. Mikautadze,ST,77,83,24,176,Georgia
S. Gustafson,"CM, CDM",72,72,30,185,Sweden
M. Diaby,"RM, RW",84,85,25,170,France
J. Bell,"CDM, CM",74,77,26,182,New Zealand
M. Rashford,"LM, LW, ST",80,80,27,186,England
S. Bendebka,"CDM, CM, CAM",72,72,32,185,Algeria
N. Pépé,"RM, ST, RW",80,80,30,183,Côte d'Ivoire
F. Neuhaus,"CM, CAM, CDM",75,75,28,185,Germany
M. Sadílek,"CDM, CM",76,78,26,170,Czechia
H. Burrows,"LB, LM",74,80,23,178,England
K. Demirbay,"CDM, CM, CAM",74,74,31,183,Germany
K. Thorstvedt,"CM, CAM",75,76,26,189,Norway
R. Sessegnon,LB,75,79,25,178,England
P. Schick,ST,85,85,29,191,Czechia
K. Furuhashi,ST,75,75,30,170,Japan
L. Johnsen,"CM, CDM",73,76,25,179,Norway
Galeno,"LM, LW",81,81,27,179,Brazil
R. Sallai,"RM, CAM, RB, RW",78,78,28,183,Hungary
Hernani,"CDM, CM, CAM",75,75,31,188,Brazil
D. Casiraghi,"CM, CAM",72,72,32,177,Italy
A. Salétros,CM,73,73,29,183,Sweden
Joan Jordán,"CM, CDM, CB",76,76,30,184,Spain
F. Coquelin,"CM, CDM",75,75,34,176,France
Y. Ayari,"CM, CDM",75,82,21,172,Sweden
I. Moriba,CM,78,83,22,185,Guinea
E. Alioski,"LB, LM",68,68,33,172,North Macedonia
G. Taylor,"LB, LM",74,75,27,171,Scotland
Wanderson,"LB, LM",73,73,36,172,Brazil
C. Trimmel,"RB, RM",75,75,38,189,Austria
L. Fernández,"CAM, ST",78,81,26,166,Uruguay
A. Onana,"CDM, CM",79,83,23,192,Belgium
A. Bondarenko,"CAM, CM, CDM",77,79,24,182,Ukraine
D. Vlahović,ST,82,85,25,190,Serbia
B. Kamara,"CDM, CM",83,85,25,184,France
B. Nygren,"CM, RW, LW, CAM",73,79,23,184,Sweden
Diego Moreira,"LM, LB, RM",77,83,20,179,Belgium
T. Livramento,"RB, LB, RM",80,86,22,181,England
M. Gusto,"RB, RM",79,84,22,178,France
E. Elmas,"LM, LW, CM",77,77,25,184,North Macedonia
Y. Candelo,"RM, RB, RW",71,71,33,171,Colombia
F. Miretti,"CM, CDM, LM, CAM",74,80,21,180,Italy
Y. Gerhardt,"CM, LM, CDM, CAM",75,75,31,184,Germany
M. Bulat,"CM, CDM, CAM",69,77,23,178,Croatia
R. Jiménez,ST,77,77,34,190,Mexico
C. Nielsen,"CDM, CM",70,70,31,182,Denmark
Víctor Gómez,"RB, RM",76,79,25,169,Spain
Z. El Ouahdi,"RB, RM, RW",76,83,23,172,Morocco
T. Holeš,"CB, CDM",76,76,32,180,Czechia
J. Ekkelenkamp,"CM, LM, CAM",74,77,25,188,Netherlands
J. Cullen,"CDM, CM",76,76,29,175,Republic of Ireland
L. Trossard,"LW, ST, LM",83,83,30,171,Belgium
Adrià Pedrosa,"LB, LM",75,76,27,176,Spain
F. Myhre,"CM, RB, RM",74,77,26,180,Norway
M. Tavernier,"LM, RM, CAM, LW",76,77,26,178,England
C. Casadei,"CM, CDM",74,83,22,192,Italy
C. Nkunku,"CAM, LM, ST, CM",81,81,27,177,France
M. Hongla,"CM, CDM, CB",71,72,27,181,Cameroon
G. Gudmundsson,"LB, LM, CB",77,78,26,180,Sweden
Pedro Neto,"RM, LM, ST, RW",80,82,25,174,Portugal
B. Osayi-Samuel,"RB, RM",76,77,27,175,Nigeria
M. Almirón,"RW, RM, CAM",76,76,31,174,Paraguay
J. Beste,"LM, LB, LW",76,76,26,175,Germany
E. Pérez,"CDM, CB",74,74,39,178,Argentina
J. Quiñones,"ST, LW, LM",80,80,28,180,Mexico
Luis Henrique,"RM, LM, RW",78,83,23,181,Brazil
Fábio Martins,"LM, LW, LB",76,76,31,178,Portugal
J. Timber,"RB, LB, CB, RM",82,85,24,179,Netherlands
R. Doan,"RM, CAM, RB",82,82,27,172,Japan
A. Fulgini,"CAM, CM",73,73,28,182,France
T. Souček,"CDM, CM",78,78,30,192,Czechia
Yan Couto,"RB, RM",77,82,23,168,Brazil
K. Kampl,"CM, CDM",77,77,34,178,Slovenia
C. Hudson-Odoi,"LM, LW",78,82,24,182,England
R. Steffen,"RW, RM",75,75,33,170,Switzerland
G. Rojas,"LM, LB, LW",74,74,28,173,Argentina
V. Janelt,"CM, CDM",76,77,27,184,Germany
M. Leckie,"CM, LM, CAM",70,70,34,181,Australia
Z. Flemming,ST,73,74,26,185,Netherlands
O. Kemen,"CM, CDM, RB, CAM",72,72,28,177,Cameroon
João Moutinho,"CM, CDM",77,77,38,170,Portugal
L. Baker,"CM, CDM, CAM",70,70,30,182,England
F. Dele-Bashiru,"CAM, CM",73,77,24,186,Nigeria
I. Schranz,"LM, RM, CAM, LW",73,73,31,185,Slovakia
J. Kluivert,"CAM, LM, CM",79,81,26,172,Netherlands
L. Menossi,"CM, RM, CDM, RW",73,73,32,169,Argentina
Álex Moreno,"LB, LM",77,77,32,179,Spain
F. Colidio,"ST, LW, CAM",76,79,25,180,Argentina
D. Bisoli,"CM, CDM",72,72,31,182,Italy
Reinildo,"LB, CB, LM",79,79,31,180,Mozambique
J. Akpa Akpro,"CM, CDM",72,72,32,180,Côte d'Ivoire
David Neres,"LW, LM",81,81,28,175,Brazil
N. Oroz,"CM, RM, LM, RW",73,73,31,171,Argentina
Santi Cazorla,"CAM, CM, LM",75,75,40,168,Spain
J. Aribo,"CM, ST, CAM",73,73,28,183,Nigeria
B. Verstraete,"CM, CDM",71,71,31,174,Belgium
B. Embolo,ST,77,77,28,187,Switzerland
D. Undav,"ST, CAM",80,80,28,179,Germany
G. Abrego,"CM, CDM, CAM",72,77,25,184,Argentina
N. Zortea,"RM, RB",74,75,26,187,Italy
D. Huijsen,CB,82,89,20,197,Spain
Heberto Gaúcho,"CB, CDM",80,80,29,181,Brazil
A. Vidal,"CM, CAM, CDM",73,73,38,180,Chile
D. Sánchez,CB,82,82,29,187,Colombia
Leonardo Lopes,"CM, CDM, CB",70,71,26,176,Portugal
M. Rojas,"RW, CAM, RM",74,74,29,180,Paraguay
A. Murillo,"RB, CB, RM",76,76,29,184,Panama
R. Schoofs,"CM, CDM, CAM",76,76,31,178,Belgium
K. Diks,"CB, LB, RB",74,75,28,182,Indonesia
A. Vranckx,"CM, CDM",74,79,22,183,Belgium
Marco Asensio,"RW, CAM, ST, RM",80,80,29,182,Spain
M. Kanno,"CM, CDM, CAM",72,72,30,191,Saudi Arabia
Murillo,CB,83,87,22,180,Brazil
Mario Gila,CB,79,84,24,185,Spain
F. Mladenović,"LB, LM",72,72,33,180,Serbia
D. Welbeck,ST,78,78,34,185,England
R. Flamingo,CB,77,83,22,185,Netherlands
André Silva,ST,76,76,29,185,Portugal
H. Diarra,"CM, CAM",77,83,21,178,Senegal
A. Laurienté,"LW, LM",80,80,26,171,France
Hong Hyeon Seok,"CAM, CM",73,75,26,177,Korea Republic
Marc Roca,"CDM, CM",78,79,28,184,Spain
M. Köhlert,"LB, LM",72,73,27,170,Germany
Y. Yotún,"CM, CDM, LM",70,70,35,172,Peru
S. Horvath,"CM, CDM",72,72,28,168,Austria
S. El Shaarawy,"LM, LW, CAM",79,79,32,178,Italy
A. Elanga,"RW, RM",81,84,23,178,Sweden
A. Sørloth,"ST, RW, RM",84,84,29,195,Norway
Cadu,"LM, RM, RB, LW",74,74,27,177,Brazil
M. Zajc,"CM, CAM",72,72,31,178,Slovenia
A. Dedić,"RB, LB, RM",74,79,22,180,Bosnia and Herzegovina
Francho Serrano,"CM, RB, CDM",72,81,23,180,Spain
N. Estévez,"CDM, CM",71,71,29,181,Argentina
C. Rodríguez,"CAM, CM",76,76,28,171,Mexico
V. Buyalskyi,"CAM, CM, CDM",76,76,32,170,Ukraine
J. Garner,"CDM, CM",76,81,24,182,England
A. Lescano,"CM, CAM, RW",73,82,23,182,Argentina
Lekue,"RB, LB, RM",75,75,32,180,Spain
J. Clasie,"CDM, CM",79,79,34,170,Netherlands
K. Kairinen,"CM, CDM",75,75,26,185,Finland
Juan Miranda,"LB, LM",76,79,25,185,Spain
H. Wilson,"RM, RW",76,76,28,173,Wales
Gonçalo Ramos,ST,80,84,24,185,Portugal
G. Busio,"CM, CAM",74,81,23,170,United States
P. Kalulu,"CB, RB",80,85,25,182,France
Melero,"CM, CAM",72,72,31,183,Spain
A. Grønbæk,"CAM, CM, LM, ST",74,79,24,176,Denmark
D. Mihailovic,"CAM, CM",75,78,26,178,United States
V. Rosier,"RB, RM",77,77,28,175,France
V. Sierro,"CM, CDM, CAM",75,75,29,185,Switzerland
H. Barnes,"LW, LM",80,80,27,185,England
A. Adli,"ST, LM, CAM",78,82,25,174,Morocco
Moi Gómez,"CM, LM, RM, LW",77,77,31,176,Spain
Italo,"CM, CDM",70,70,27,190,Brazil
J. Stones,"CB, RB",82,82,31,188,England
J. Weigl,"CDM, CM, CB",78,78,29,186,Germany
N. El Aynaoui,"CM, CDM",77,83,23,185,Morocco
Paik Seung Ho,"CDM, CM",72,72,28,180,Korea Republic
Carlos Romero,"LB, LM, LW",75,81,23,180,Spain
M. Matviienko,"CB, LB, RB",77,77,29,182,Ukraine
M. Munetsi,"CM, CAM, RW",76,76,29,188,Zimbabwe
André Almeida,"CAM, ST, CM",75,80,25,176,Portugal
J. Laurent,"CDM, CM, CAM",73,73,30,188,England
D. Calabria,RB,78,78,28,177,Italy
D. Malen,"RM, RW, LM",79,80,26,176,Netherlands
A. Abdi,"LB, LM",76,76,31,183,Tunisia
M. Núñez,"CM, CDM",73,76,25,173,Chile
Ricardo Pereira,"RB, LB",74,74,31,175,Portugal
S. Berghuis,"RW, CAM, RM",78,78,33,182,Netherlands
M. Svanberg,"CM, CDM",76,79,26,185,Sweden
D. Schmid,"LB, LM",74,75,27,183,Switzerland
P. Aaronson,"CM, CDM",75,82,21,175,United States
R. Del Castillo,"RW, RM",76,76,29,172,France
S. Hezze,"CDM, CM",78,83,23,182,Argentina
Antonio Sánchez,"RM, CM, RB",73,73,28,179,Spain
T. Morton,"CDM, CM",74,82,22,185,England
M. Ritter,"CAM, CM, CDM",71,71,30,173,Germany
Jonathan Viera,"CAM, CM, LM",72,72,35,171,Spain
E. Demirović,ST,80,80,27,185,Bosnia and Herzegovina
Mauri Borgho,"RB, CDM, RM",74,74,29,172,Brazil
D. Jurásek,"LB, LM",73,77,24,183,Czechia
T. Fruk,"CAM, ST, CM",75,80,24,178,Croatia
Azpilicueta,"CB, RB",78,78,35,178,Spain
Aimar Oroz,"CM, CAM, LM",77,83,23,177,Spain
Amad,"CAM, RW, RM, CM",79,85,22,173,Côte d'Ivoire
S. Özcan,"CDM, CM, CB",75,76,27,182,Turkiye
L. Melgarejo,"LW, LM, ST",74,74,34,178,Paraguay
F. Onyeka,"CM, CDM",74,75,27,183,Nigeria
K. Yıldız,"CAM, LM, LW, CM",79,89,20,185,Turkiye
N. Zalewski,"LM, RM, RB, LB",76,79,23,175,Poland
B. Dia,"ST, CAM",80,80,28,180,Senegal
M. Bakker,"LB, LM, RM",75,80,25,189,Netherlands
S. Rodríguez,"CM, CDM, CAM",75,75,32,181,Uruguay
B. Acosta,"CM, CDM",70,70,31,175,Honduras
J. Mateta,ST,82,82,28,192,France
J. David,ST,82,85,25,178,Canada
